,날짜,기업명,"긍정1,부정2",정제된 내용,score
201,2023-02-01,현대차,2,현대차가 못가는이유 고금리 제네시스 출고감소전기차 많이 팔아봐야 남는거없음 딱 개만 봐도 절대 사지말아야 할 년 탑 현대차,24.011
202,2023-02-06,현대차,2,건강한 조정 오늘은 건강한 조정입니다 잠시 쉬어가기 입니다,45.438
203,2023-02-02,현대차,2,오늘 파생 만기일 하방베팅완료종가에 대형주 폭락한다,15.004
204,2023-02-03,현대차,2,연기금이 사면 오르고 팔면 내려가는 종목,22.417
205,2023-02-02,현대차,2,내일 주식 만주 소각한다 오전 시 현대차 소각장으로 집합 주주가치 극대화,71.78200000000001
206,2023-02-01,현대차,2,진정한자동차 대장주 기아 오늘절실히인정합니다,39.88399999999999
207,2023-02-02,현대차,2,오늘 보함마감하면 다행인줄 알아 이따구 개잡주 들고 고생한다들,19.782
208,2023-02-07,현대차,2,정말 짜증나는 주식에 물렸네 자사주 소각 매입후 소각을 하던가 하지 기존 주식 소각 헛발질이나 하고 현대차 주식 정체가 머냐 개미들 피빨아먹는 주식이냐,9.829
209,2023-02-02,현대차,2,욕도아까운 쓰레기중에쓰레기 역겨운 개만도 못한 주식,9.436
210,2023-02-01,현대차,1,다시 가자 십팔 십팔만원 가즈아 매출 수익은 작년에 애만큼 잘나온애 별로 없는디 주가는 작년에 놀던 도 안되냐 증 바닥으로 삼고 다시 올라가라 존말 할때,83.406
211,2023-02-03,현대차,2,조 실적으로 천원올리고 일만에 다 뺐지 자사주 소각으로 퍼올리고 하루만애 다 뺀다 잘봐라,72.974
212,2023-02-07,현대차,2,장투금지 떨줍올팔만이 살길 오르면 언능 팔고 떨어지면 주으삼 런던 고라니,30.236
213,2023-02-08,현대차,2,시총 위로 밀리고 있음 현대차가 시총에서 위로 밀리고 있음 네이버한테 역전,17.539
214,2023-02-03,현대차,2,대형주인데 원띠기다 보니 생각보다 더 못간다 대형주인데 원띠기다 보니 생각보다 더 못간다 이거 원 띠기로 바꾼거 진짜 생각보다 더 악재네,13.611
215,2023-02-07,현대차,2,흙흙흙 흘 내 쥬식 흙흙흙 의서니형 흙흙흙흙,11.396
216,2023-02-02,현대차,2,하루에 면 기적이다 시총은 테슬라 발바닥의 떼만 해가지고 같은 주식,12.823
217,2023-02-06,현대차,2,하지마라 주식투자로 스트레스로 몸 상하구생활 안된다,10.8
218,2023-02-02,현대차,2,삼전다음으로 개미가 가장 많이 산 현차 개미만 드글드글 한데 가겠나 폭락만이 있을뿐일단 오늘 내일 마이너스 프로씩 쳐맞고,12.934
219,2023-02-01,현대차,2,테슬라 인하 현대차도 가격 내려야 한다 그랜져 제네시스 천만원씩 내려야 한다신형 코나 천중반 이라고 하는데 그냥 한국 소비자는 현대차 봉이네 선택지가 없다는거 알고 그냥 똥바가지 씌워요,24.411
220,2023-02-07,현대차,2,오늘 하락은 아쉽지만 외국인순매수 위 현대차임 상승확률 조회 앱 골든통 에서 조회해보니 나옴 낼은 기대해봅니다,72.88600000000001
221,2023-02-01,현대차,2,월 일 만주 소각한데이 틀 연속 상승 예상 한데이 월 판매량 전년대비 상승이란다 분기 실적 기대한다,84.686
222,2023-02-09,현대차,2,개잡차 코스닥 개잡주 수준,8.888
223,2023-02-07,현대차,2,희대의쓰레기주 사상최고실적에도 년전보다 폭락한지구촌최고의 쓰레기주,10.284
224,2023-02-07,현대차,2,아무도 안사 오늘 마이너스 프로 전부 팔고싶어 눈이 벌개 오르는게 아예 불가능한 주식오늘도 제이피모건은 종가에 패대기 칠거다삼전과 함께 개미들이 수급망친 대표적인 주식,12.729
225,2023-02-07,현대차,2,기아보다 못 오르는 이유는 뭐꼬 기아는 자사주 매입중 임니다 월말 까지 하루 평균 만주를 매수함니다 외인 기관이 갖다버린게 많아서 섣불리 매도치기가 어렵습니다 그래서 많이 떨어트릴 수 없네요,38.067
226,2023-02-08,현대차,1,층에서 하염없이 기다립니다 화이팅 층 오긴 오는걸까요 기다린지 년이 넘어가네요 보스톤다이믹스 하나믿고 존버합니다,83.93599999999999
227,2023-02-03,현대차,1,빠지네 그러지 말자,27.63
228,2023-02-02,현대차,2,개미 새끼들아 이거사지마라 국장은 실적과 상관없이 개미꼬이면 안산다,11.684
229,2023-02-02,현대차,2,기아형님이 강하길빈다 그래야 쫄따구현다이는 절반이라도 오른다 기아내리면 현다이는두배하락,24.569
230,2023-02-02,현대차,2,쓰레기 주식아 그냥 상폐해줘라 보고잇는게 고통이네,12.801
231,2023-02-07,현대차,2,현대차 기아차 동시에 샀는데 기아 상승현대차 기아가 형님이다,37.105
232,2023-02-06,현대차,1,고맙다 시뻘건 불기둥 원진심 눈물나게 고마워서 죽겠다,40.058
233,2023-02-01,현대차,2,계약 줄취소 현대자동차에 얼마나 불만이 많으신지는 모르지만 자기나라 상품 비판해서 얻고자하는것이 무엇이오,16.311000000000003
234,2023-02-07,현대차,2,오늘은 마이너스 프로 개 조 가튼 주식들고서 고생한다덜 무능한 정댜갈빡과 함께 영원히 폭망해버려라 잡주야,10.084
235,2023-02-08,현대차,2,올라간다고 한 새퀴 뚫는다는 새퀴 누구야,86.192
236,2023-02-03,현대차,2,난 익절 수고,10.665
237,2023-02-06,현대차,2,다주겨버린다 널뛰기 시작한다 오후장 보합마감,28.523
238,2023-02-08,현대차,2,오늘도 종가에는 마이너스 진정한 개미지옥,9.959
239,2023-02-09,현대차,2,시총 위 현대차 위 카카오 진짜 가관이다 위는 기아차,24.075
240,2023-02-02,현대차,1,현대 힘내라 로또 맞더라도 국산 차가 낫겠더라 그냥 남들 타는 현기차 고급형 타고이상 생기면 바로 수리받고 전기차 화재하고 급발진만 막아라 그건 용서못한다 복권은 안사지만 로또 맞는 꿈은 꾼다 평생 꿈속에서 살아야겄다 사고나면 소나타에서 내려서 억 골드바턱 건네주고 가도 될까,43.334
241,2023-02-01,현대차,2,기아보이즈 영향 있나요 기아 보이즈 악재 반영 되었나요,51.948
242,2023-02-02,현대차,2,이주식 평생 절대 안가는 주식뒤에서 누군가 고의적으로 조정하고 있는 주식으로 개미들 피 빨아먹는 주식더 이상 스트레스로 몸 망가지지 마시길,10.728
243,2023-02-06,현대차,1,이번주 뚫지 못하면 낸 현차 미워할꺼임 정말로,82.27
244,2023-02-05,현대차,2,현차 주말 호재 뜨면 시 분까지 떴다 떨어짐 패턴임 어차피 누가 악재 또 흘릴거임,37.683
245,2023-02-09,현대차,1,매우 훌륭함 거래량 감소 쐐기형 마무리 눈에 띄지 않는 절제된 매집 옵션 만기로 인한 금투 물량 소화 만기일 이후 그 동안 하이닉스 네카오 차 전지 코스닥 오버슈팅에 과투입된 자금들의 귀환 예정 원화약세 엔화강세 흐름 외국인과 돌아온 연기금의 콜라보,32.115
246,2023-02-01,현대차,2,가즈아 양아치들아 앙,81.233
247,2023-02-03,현대차,1,내차는 현대차다 현대차 너므 좋다,78.192
248,2023-02-03,현대차,2,종가 시간다가온다 쭉쭉뺄시간 다가온다,85.297
249,2023-02-02,마인즈랩,1,거래량 없는 하락은 뭐다 가자 말아 올린다,73.427
250,2023-02-02,마인즈랩,1,챗봇은 마인즈랩이 국내 위 기업이다 수많은 최신 딥러닝 엔진 기술을 서비스했다,84.578
251,2023-02-06,마인즈랩,1,들어나 봤어 회전율 세력들이 달려들면 연상이다 계산은 각자들 해보시라우 언젠가 갑자기 매물이 없어진다,66.311
252,2023-02-08,마인즈랩,1,슬슬 시간외 오른다 두타임 힘 한번 내자 가즈아,86.867
253,2023-02-06,마인즈랩,2,까지 조정 지금은 일보후퇴 전량 매도,13.32
254,2023-02-06,마인즈랩,1,이놈 지켜보시죵 기술력이 대단한듯멀리 갈듯,75.635
255,2023-02-01,마인즈랩,1,난 얘가 대장주가 될거라 본다 어제 고점 찍고 패대기 치고나서 종가 말아올리길래 종가에 풀매수했다 원래 그 전날 시가에 매수할 계획이였는데 아이윈에서 수익 보느라 늦게나마 어제 수급보고 대장주 다운 모습이 확실히 보여서 재료를 떠나서 어제 전고점 매물대 소화해준 덕에 매물대 부담도 가벼워졌고 무엇보다 매수세 힘이 대장감이더라 어제 장 마감까지 차트에 단기과열신호가 계속 떠있어서 공시 뜰 줄 알았는데 주차를 기가 막히게 해서인지 다른 종목들 죄다 단기과열 공시 떴는데 얘는 안뜨더라 내가 보기엔 이놈도 레인보우 코난처럼 급등 차트가 그려질게 딱 보인다 믿든 말든 전고점 원은 곧 올 듯 하고 목표가 만원 바라보고 홀딩한다,75.835
256,2023-02-03,마인즈랩,1,잡주 쳐올리지도 못하고지랄자빠 다 누구눈치보는거야,20.89
257,2023-02-07,마인즈랩,1,누르기한판 오후장 급등나옴,85.007
258,2023-02-06,마인즈랩,1,만원 가즈아 코난테크는 넘어야지,85.204
259,2023-02-03,마인즈랩,1,대장 아니냐 꼬리말아뿌냐,21.708
260,2023-02-06,마인즈랩,1,얘는 가야지 쭉쭉,83.82600000000001
261,2023-02-06,마인즈랩,1,만원넘으면 만원까지달릴듯,85.896
262,2023-02-01,마인즈랩,2,정말 대주주 매도 인가요,9.888
263,2023-02-09,마인즈랩,2,에라이 닝기미 퉤퉤,10.943
264,2023-02-06,마인즈랩,1,이건 실제 사용되는 라고 바보들아 낼 기대해보자 실체가 있는 유일한 뉴스잖아 재료파악 안되나,37.284
265,2023-02-08,마인즈랩,2,이거는 이제 한물 갔나봐 그만 해야 겟다,20.153
266,2023-02-06,마인즈랩,1,내일도 가겟네,85.074
267,2023-02-03,마인즈랩,1,오늘 만원 가나요 할수있다,86.08200000000001
268,2023-02-06,마인즈랩,2,시외 퍼만 떨어뜨리자 나도 좀 더 사게,63.609
269,2023-02-02,마인즈랩,2,무작정 오르길 바라는 분들은단타겠지요주식은기다리는걸 잘해야 오늘 급등보다 약보합이 좋아보입니다,30.134
270,2023-02-06,마인즈랩,1,찐 대장주 등극 월 부터 전세계 시장 서비스,85.301
271,2023-02-06,마인즈랩,2,여기 주포 악질임 뉴스로 맨날 올리고 아래로 쳐박고 염병함 주포가 악질이라 힘들어,13.508
272,2023-02-01,마인즈랩,1,니가언제까지 꼬붕할래 단타밥주냐 말아올려 니가대장이다,37.192
273,2023-02-02,마인즈랩,1,조정할때 사라 용기가 필요하지만 섹터가 아직 활발하면 다 거기서 거기로 돈다 일사분기는 로봇 에이아이 메타버스 섹터라자나 다른거 올렸다 다시 그 섹터로,43.522
274,2023-02-06,마인즈랩,2,이거는안되것드라 개심함 그냥오늘정리했음정신건강에해로움,12.53
275,2023-02-08,마인즈랩,2,좀 무서운데,11.633
276,2023-02-09,마인즈랩,2,나스닥 떡락 시초가 튀자,13.189
277,2023-02-01,마인즈랩,2,년동안 들고있다가 탈출이네 드뎌 탈출 내꺼가지고간분 감사 개고생했는 보람이,59.505
278,2023-02-07,마인즈랩,1,웅 오늘상승이면 대장교체야 잘가 코난 단기조정이야,81.574
279,2023-02-07,마인즈랩,2,투신은 들어오고 보험 은행 놈들만 빠져나가네 단타박멸 꺼져라 기관 탈을 쓴 쓰렉 단타놈들,12.543
280,2023-02-06,마인즈랩,1,모 볼거있냐 존 나 달려라 호재중에 호재다 기술력 만큼은 코난 너 저리가 셀바스 너도 쩌 그 구석에가서 찌그러져 있어라,49.469
281,2023-02-01,마인즈랩,1,투자와 투기의차이 똑같이 같은종목을매수하고도하루종일 안절부절 고점매수 또내리면 폭락할까두려워 매도 또 슬슬오르면 아하 이제 갈모양이구나 하고매수 매수후 또폭락 또무서워 손절 이것이 투기니라 그러나 분석하고 매수했으면당분간홀딩 편안하게 뒤에서 지켜보는마음으로 느긋하게 보는마음 매수하고 잠못자고 안절부절하면 투기를하고있는것이요 좀내리거나 올라도 편안하게 지켜보면 그게 투자인것입니다 현재님은 투자를하고계신가요 투기를하고계신가요,25.405
282,2023-02-06,마인즈랩,1,마인즈랩이 찐임 코난 솔트 다 나가리,76.717
283,2023-02-01,마인즈랩,1,고맙다 다시 탔다 어휴 근데 케 찌질한겨 진짜 주포야,66.319
284,2023-02-03,마인즈랩,1,진짜 대박약사다 원에 들가서 어제 털고 나왔습니다 주식하면서 이런 수익 처음 내봤네요 등급업그레이드,70.194
285,2023-02-03,마인즈랩,1,원대넘겨보자,81.52
286,2023-02-01,마인즈랩,1,마인즈랩 대장 쫄깃쫄깃 하구만,83.09100000000001
287,2023-02-08,마인즈랩,2,끝난 종목 물량 다 받아주는 개미들이네요 호,12.009
288,2023-02-01,마인즈랩,2,대주주든 아니든 뭐가중한디 시외 떡락 가고있다,14.907
289,2023-02-01,마인즈랩,1,오늘 담았는데 내일 웃을수 있겠죠,82.427
290,2023-02-09,마인즈랩,2,나 고점에 물린거 맞냐 느낌 쒜하네,10.262
291,2023-02-06,마인즈랩,2,테마 끝났다 노답들아 뉴스에 맨날 나오고 이젠 아줌마들도 개나소나 주 산다는데찬티들 말대로 오를거같냐,10.414
292,2023-02-09,마인즈랩,2,계단식 하락이네,10.181
293,2023-02-08,마인즈랩,1,시세 가장많이 나는 주식수 만주,74.66199999999999
294,2023-02-01,마인즈랩,1,대주주 만주 그수량이면 대주주니 그거참 한 억이면 회사 살수도 있긋네,74.195
295,2023-02-08,마인즈랩,1,날아보자 시원하니 함 가볼까,85.699
296,2023-02-08,마인즈랩,2,이거 한번 더 아래로 발담그면 재진입한다 낼이 그날이길 가즈아 내려온나,61.743
297,2023-02-08,마인즈랩,1,얼릉털고나가라 흐름 방해하지말고,29.613
298,2023-02-01,마인즈랩,2,이종목 폭등하기전에 광고글 올라오던가요 이제 털려고 조직적으로 광고글 올리는겁니다,79.614
299,2023-02-09,마인즈랩,2,악재 삼가,30.956
300,2023-02-07,마인즈랩,2,겁나미련하다 이왕이럴거면 시장관심받고 대장이나달지 이건멀까,19.755
301,2023-02-06,마인즈랩,1,내일 단일가 들어가는건가요 오늘 상승이면 무조건 단일가인가요,85.67399999999999
302,2023-02-03,마인즈랩,2,어짜피 코난죽으면 얘도죽는다 그러니 대장을잡아,14.424
303,2023-02-06,마인즈랩,1,미국 개장전 폭등중 빅베어 버즈피드 사운드하운드 가는놈이 더 가는구나,86.10000000000001
304,2023-02-07,마인즈랩,2,나스닥 떡락 코스피는 전고점 포인트 돌파실패 포인트 건들고 하향추세인데 저항대에서 장대음봉 캔들 여러개 나오는거보니 전형적인 상투국면 코스피는 전저점 포인트 지지여부 살펴야할듯 튀라 탈출은 지능순,24.587
