,날짜,기업명,정제된 댓글,상승_하락
173,2023-02-08,삼성전자,삼전 장투한다고 설쳐대는 주린이들은 저 살인데 삼전 매달 주씩 사고있어요 만주가 목표 입니다 자식한테 물려주려구요 이런놈들 죄다 하락장 횡보장 두달만 보여줘도 빤스런하고 급등주 쳐타고있음,1
174,2023-02-08,삼성전자,삼전우살리려오라 동지들 어서오라 동지들,1
175,2023-02-08,삼성전자,전우들이여 삼전우를 살리려오는가 전우 충성살려줘유,1
176,2023-02-08,삼성전자,전우들이여 삼전우 살리려오나 가자 전우여,1
177,2023-02-08,삼성전자,개떡락계시록 장 내가 새 꼭대기와 새 바닥을 보니 처음 꼭대기와 처음 바닥이 없어졌고 니 계좌도 다시 있지 않더라 삼전에는돼지추종자새키들이잣나많아,1
178,2023-02-08,삼성전자,내일얼마나뺄라고 이케올려놓나,1
179,2023-02-08,삼성전자,종가 원 가자,1
180,2023-02-08,삼성전자,하이닉스 주 상한가 갔다 삼전도 가자,1
181,2023-02-08,삼성전자,삼전과 하이닉스 차이점 알려준다 삼전에는 있잖냐 돼지추종자새키들이잣나많아,1
182,2023-02-08,삼성전자,누가 만원대 간다고 했냐 올해 만 찍울둣,1
183,2023-02-08,삼성전자,삼성갤럭시 광고 한국어 하는 것 같은데,1
184,2023-02-08,삼성전자,애플처럼 양전하길 비나이다 코스피 힘좀 내봐,1
185,2023-02-08,삼성전자,딸라 오른다 정리 시작혀라,1
186,2023-02-08,삼성전자,하이닉스 거의 프로 찍었는뎅 냉무 짱나넹,1
187,2023-02-08,삼성전자,프로 엘지는 프로 가는데 심성이 왜이리 못가나,1
188,2023-02-08,삼성전자,푸근하노 계속갈듯,1
189,2023-02-08,삼성전자,이상이면 박살예정 적당히 먹고나와 일 전 매도,1
190,2023-02-08,삼성전자,내 목표,1
191,2023-02-08,삼성전자,아 삼성전자 윈꼭 왔으면,1
192,2023-02-08,삼성전자,년에 경고했지 근데 기어코 샀지 김현미 경기회복하면 금리 오른다 무리해서 집사지 마라 신혜연입력 김 장관은 년 이후 수도권을 중심으로굉장한 주택 물량이 쏟아져지금과 다른 시장이 형성될 가능성이크다 고 예측하며 코로나 사태가어느 정도 끝나고 경제 회복 국면에들어가면 금리인상이 이뤄질 것인데 지금 막대한 차입을 통해 집을 구매하는것은 자제하면 좋지 않을까 생각한다 고 말했다,1
193,2023-02-08,삼성전자,내일은 뺄텐데 쓸데없이 올라가네 개미들 약 올리네,1
194,2023-02-08,삼성전자,분기 배당 까지는 만 천 돌파하자,1
195,2023-02-08,삼성전자,금일상승 이유 내일이 옵션 만기일 다른 이유 없다,1
196,2023-02-08,삼성전자,원 저가매수 구간 원은 저가매수 구간이니 분할매수로 대응해야 할듯,1
197,2023-02-08,삼성전자,원에 누구냐 오르지 못하게 계속 똥싸는기관누구냐,1
198,2023-02-08,삼성전자,우리 대한민국은 삼성이 있어 다행이다 삼성의 영재들 우리 대한의 모든 궁민을 먹여 살려라,1
199,2023-02-08,삼성전자,전우들이여 삼전우로 와주세요 만원 찍어보자,1
200,2023-02-08,삼성전자,삼전우는 배당 받을 때까지 존버 못하면 의미 없는 거임 내가 위에 비공감 누르지는 않았음,1
201,2023-02-08,삼성전자,반도체 대장주 이전부터 주가 움직임으로 보면반도체 대장주는 하이닉스다 수익을 내려면 하이닉스를 사라,1
202,2023-02-08,삼성전자,삼성전자만 개월 고점을 넘어서지 못하는거 보면 무슨 악재가 있는건지 스마트폰 출시도 있는데 이러는거 보면 확실히 물린거 같네요,1
203,2023-02-08,삼성전자,개미들 오늘도 돈벌었네 이틀간 파란불에서 순매수한 백만주 오늘 순매도해서 한주당 원씩 먹었다 가장쉽게 돈버는 방법이다 파란불에서 매수 빨간불이면 매도,1
204,2023-02-08,삼성전자,삼전 개잡주 나가 죽어라 이 똥 쓰레기 떨어질 때는 등이더만 이런 쓰레기 개잡주 하이닉스 똥이나 빨아 먹어라,1
205,2023-02-08,삼성전자,왜 이걸 사가지고 개고샹이네 장투를 해도 하이닉스를 해야 으휴,1
206,2023-02-08,삼성전자,어이 개관 외국인 니들이 퍼질러 싼똥 치워라 언능,1
207,2023-02-08,삼성전자,삼성 겔 체험 성능이나 기능 정말놀라워 우리도 우리것을애용하는습관 키워보자구,1
208,2023-02-08,삼성전자,무조건 만 대한민국 대표주식인데 왜이리 힘들까 최고의 주가 올립시다,1
209,2023-02-08,삼성전자,동생보다 못하네 하닉 힘을 좀 받아서 좀 튀어라형이 동생보다 못하면 쓰나,1
210,2023-02-08,삼성전자,역시나 오늘도 오후로 접어들면서 고점찍고 설설 설거지 타임,1
211,2023-02-08,삼성전자,가즈아 삼전홧팅,1
212,2023-02-08,삼성전자,더러워서 오늘 팔고 간다 이거 들고 고생만 열라하고 가네손해만 나고 개 짜증다른거 다오르는데 매일 오르락내리락에라이 썩을놈에 종목다신 삼성전자는 안사,1
213,2023-02-08,삼성전자,지겨운 만전자 올해도 이모양이 계속되려나,1
214,2023-02-08,삼성전자,삼성전자 언제 만가냐,1
215,2023-02-08,삼성전자,전우들이여 삼전우로 오라 오라 만원가자,1
216,2023-02-08,삼성전자,삼전 하이팅 정말 잘가네,1
217,2023-02-08,삼성전자,씹만전자 언제 되나요 씨발 진짜,1
218,2023-02-08,삼성전자,대비하셔야 하세요 만안착 년횡보,1
219,2023-02-08,삼성전자,대까지는 여유있다 천천히 하라,1
220,2023-02-08,삼성전자,돼지추종자새키들 선동질 쳐하지마라 데에질라면 니들만 데에져버려라,1
221,2023-02-08,삼성전자,하한가 번가도 전혀 이상하지않은 삼전 프로포폴 중독자 오너 집안,1
222,2023-02-08,삼성전자,전우들이여 삼전우를 만원 돌파시키러가자 전우들이여 이동하라,1
223,2023-02-08,삼성전자,오늘 천 돌파해 보자 월봉 양전환 멀지 않았다,1
224,2023-02-08,삼성전자,삼전 왜사나 이유를 모르겠네,1
225,2023-02-08,삼성전자,정도 언제 올까요 정도에 좀 담으려고 하는데 대략 언제쯤 예상,1
226,2023-02-08,삼성전자,삼전우 살리러오라 만원 만들러가자,1
227,2023-02-08,삼성전자,달려 달리라구,1
228,2023-02-08,삼성전자,금융투자 화이팅 싹다팔아라 그리고 망해라,1
229,2023-02-08,삼성전자,못 올라가게 물량을 왜 쳐 싸놓고 자빠졌냐,1
230,2023-02-08,삼성전자,삼전 우 살립시다 만원 올립시다,1
231,2023-02-08,삼성전자,삼전 화이팅 만가자적금대신 널 선택한다,1
232,2023-02-08,삼성전자,만 삼성전자가 어쩌다 카카오보다 못하나 재용오라버니 만올려주세요,1
233,2023-02-08,삼성전자,기관의 곤조 그만좀 팔아라 환율이 올라도 떨어져도 주구장창 매도 실력도 없고 돈도 없는 반증의 자존심이야 곤조야 사이클상 저점은 찍은것같고 미장이 오르고 환율도 좀내리면 매수하는 척이라도해야지 아니 그냥 주구장창 매도야 매도 빨리 팔고 나가,1
234,2023-02-08,삼성전자,놀고있네,1
235,2023-02-08,삼성전자,삼전 잘 나가네 굿,1
236,2023-02-08,삼성전자,앞으로 년은 만초 만원후반으로 기간조정 고배당주도 아니고 주가가 위로 치고 올라갈만큼 호재가 없음 한테 되겠냐,1
237,2023-02-08,삼성전자,개미 고혈 그만 빨지,1
238,2023-02-08,삼성전자,개미 피 빨아먹는 더러븐 주식,1
239,2023-02-08,삼성전자,주식,1
240,2023-02-08,삼성전자,삼전 가즈아 올해 만 위로 갈 확률 프로 이상,1
241,2023-02-08,삼성전자,오늘도 하닉이 대장이구만 삼전아 힘좀 내자,1
242,2023-02-08,삼성전자,좋아요 느긋하게,1
243,2023-02-08,삼성전자,경제망햇는데 주가는왜오르는거냐십,1
244,2023-02-08,삼성전자,경제망햇는데 주가도 망했잖아,1
245,2023-02-08,삼성전자,갤럭시폰 갤럭시폴드 갤럭시탭 갤럭시북 연간 억대씩 만들어 팔아라 억대 평균단가 만원잡고 조다삼성은 경남밀양에 연산 억대생산가능한삼성컴퓨터폰 첨단자동화공장 순차적으로건설바람,1
246,2023-02-08,삼성전자,은행이자 또 올랐다 죽으란 소리네,1
247,2023-02-08,삼성전자,중국 반도체 굴기에 목숨 걸었다 삼전과 하이닉스 최대 피해자 예상,1
248,2023-02-08,삼성전자,차트가 왜이리 지지하냐 떨거지들 떨어져 나갔다 한번 시원하게 달리자 삼전아,1
249,2023-02-08,삼성전자,과연 전고점 만을넘어 만원대로 진입할수있을까요,1
250,2023-02-08,삼성전자,시원찮네,1
251,2023-02-08,삼성전자,먼산만바라보고 있습니다 경기가 너무 안좋다기에 주식 다 뺐는데 엄청오르네요,1
252,2023-02-08,삼성전자,안오른거 오픈베이스,1
253,2023-02-08,삼성전자,누가 기침 소리를 내었는가 만전자 찍고 만넘어 만 바라볼 삼전 아닌가 부정탄다 정성을 들이거라 어흠,1
254,2023-02-08,삼성전자,삼성도 이 평균치구먼 이휴,1
255,2023-02-08,삼성전자,역시 개관 조작질 개관은 매도중,1
256,2023-02-08,삼성전자,올라야 마이크론이 그정도 올랐으니까,1
257,2023-02-08,삼성전자,역시나 오늘도 주가의 방향은 언제나 개미들이 알거지가 되기 위한 최단코스로 감 그래서 시초에 갭상승시켜 놓고는 떡 락 시켜야 하는 거임 쭉,1
258,2023-02-08,삼성전자,시간외 무슨 일이고 오늘은 쫌 가자,1
259,2023-02-08,삼성전자,오늘운 삼전이올라가는날 아마내일까지 종지수 오늘바로갈수도 그런데만기주라 절대로 저리못갈거에여 아마오늘고점은 까지보고있어요,1
260,2023-02-08,삼성전자,강력매도 지금도 삼전을 최고 주라고 하나난 삼자 만 전자 이상 절대 노언제쯤 일까 만 전자 오면 산다,1
261,2023-02-08,삼성전자,채권 매도 지속 더 좋은 기회가 온다 미국 입장하고 이 나라 입장하고 틀리죠 금융 마피아 아식줍기하려고 당신들한테 채권 다 팔아재꼈는데 당신 금리의 배짜리 나올 것,1
262,2023-02-08,삼성전자,달러 강세 지속될 것 유로하고 파운드 파 반등이요 오늘이 절호의 기회다 호주달러 캐나다 달러 마찬가지 파 반등 달러 폭등은 지속될 것,1
263,2023-02-08,삼성전자,오일 폭등으로 박스권 전환 금 사라고 미디어에서 지 랄하죠 들이다 미 친 새끼 금은 오른거 거의 없고 오일이 폭등했죠 파월 디스 인플레이션 미국 경기침체 없다 같은 말이에요 그래서 미국채 하락 지속,1
264,2023-02-08,삼성전자,롱입니다 롱 나스닥 모든악재를 뚫고 오르네요 대세상승 초입이고 애플이나 자신없음 더 안전한 모아야 합니다배당이 아쉬우면 제이피 모건이 운영하는 안전한 와 도 분산투자,1
265,2023-02-08,삼성전자,아기 수출 강국이었던 한국이 어쩌다 저출산국 됐나 팩트는 하나다 지금의 청년들은 돈이 있든 없든 자식 낳아서 희생하기가 싫은거다 오직 자기에게 돈을 쓰고 시간을 쓰는걸 즐긴다 이 세상에는 즐길게 많아졌다 정부도 출산정책에 돈 쓰는 미련한 짓은 이제 그만해라,1
266,2023-02-08,삼성전자,롱입니다 숏털고 롱이네요 나스닥 반등,1
267,2023-02-08,삼성전자,미 반도체 폭등 오늘 기대,1
268,2023-02-08,삼성전자,개딸 떨거지들 와글하네 발악도 정도껏 해라,1
269,2023-02-07,삼성전자,아 대박 삼성전자는 이번에 삼성닷컴에서 사전 판매된 물량이 지난해 진행한 갤럭시 시리즈의 두 배가 넘었다면서 역대 최다 라이브 방송 판매량을 기록했다고 전했다 삼성전자는 울트라가 전체 판매의 를 차지하며 압도적 인기를 보였다 며 갤럭시 시리즈의 혁신적인 카메라 기능이 소비자의 마음을 사로잡는 데 성공한 것으로 보인다 고 설명했다 갤럭시 대박났다 좌빠리들아우짜노,1
270,2023-02-07,삼성전자,양아치기업 소개 널리 알려주세요대한민국에 이런 기업이 있네요,1
271,2023-02-07,삼성전자,양아치기업 소개 널리 알려주세요대한민국에 이런 기업이 있네요,1
272,2023-02-07,삼성전자,삼전은 만걸어두고 하닉은 만 오르락 내리락 우리반도체 미국 눈치나 살피는 쫄따구가 되였구나 오호 통재라,1
273,2023-02-07,삼성전자,이이 개관 외국인 니들이 싼똥 치워라 언능,1
274,2023-02-07,삼성전자,잡벌레집합소됫노,1
275,2023-02-07,삼성전자,지긋지긋하다 언제 만 갈거냐,1
276,2023-02-07,삼성전자,기모찌 아 겁나 싸게샀는데,1
277,2023-02-07,삼성전자,모간이 샀네 오늘 잘 풀릴 듯,1
278,2023-02-07,삼성전자,만 아래에서 적금넣는다생각하고 년간모아라,1
279,2023-02-07,삼성전자,환율상승 삼성붕괴 니들 전망이 좋아서 오른줄 아냐 환차익으로 다 빼먹은 외국넘들 환율따라 줄행랑 또 물린 개미들,1
280,2023-02-07,삼성전자,삼성전자도 칭찬좀 해주자 내일은 기대한다 믿는다 칭찬하면 고래도 춤춘다 했다,1
281,2023-02-07,삼성전자,일단 수익실현 나스닥선물 잘먹고 나왔고,1
282,2023-02-07,삼성전자,삼성 곧 성사 될 듯,1
283,2023-02-07,삼성전자,유럽고점나왔고 털고나면 급락 위캔다우가 털기위해 처올렸고 털고나면 뇌진탕 야바위꾼 에게먼저이익실현으로깡텅채워야 수익확정이다 작은금액으로 올려 많은물량 털기작전타켓은 개미,1
284,2023-02-07,삼성전자,갤럭시 대박 갤럭시 역대급인듯요 주가 반영되었음 좋겠네요 갤럭시북 도 호평이 자자하네요,1
285,2023-02-07,삼성전자,요즘 젊은이들 주식을 도박하듯이 한다 사면 언제가는 오를거라며 돈 벌 때마다 사재기중인데 년전이나 지금이나 주식을 대하는 생각은 똑같다 결국 잃어야 그만두지,1
286,2023-02-07,삼성전자,자 수익중 나스닥 하락시 매수적중 얼마나 올라갈까 대박,1
287,2023-02-07,삼성전자,자 나스닥선물 내려온다 하락시마다 매수 대박기회가 왔다 로또,1
288,2023-02-07,삼성전자,슬슬 또 엮어가는구나 난 당분간 삼전을 믿지 않는다,1
289,2023-02-07,삼성전자,나스닥선물 상승중 야간에 수익좀 나겠는데 국선 매수로 풀배팅 했으니 차한대 나오겠네,1
290,2023-02-07,삼성전자,어제 원 오른다고 글 썼다가 비공감 맞았는데 어제 원 오른다고 글 썼다가 비공감 맞았는데 딱 원,1
291,2023-02-07,삼성전자,할면 할수록 주식이 어렵네,1
292,2023-02-07,삼성전자,갤럭시 카키색도 있네 대박 요즘에 카키색 패딩등 카키 국방색 유행인데 대박칠듯,1
293,2023-02-07,삼성전자,난 삼전 만원에 만주 주주인데 누가 보상해주냐 내 억 내놔라,1
